,free_bikes,postCode,rating,category,price,street,price_c,category_c,street_c,postCode_c
51022,4,M4G3B7,4.5,FastFood,Moderately, Bayview Avenue,2,7,2,5
51025,4,M4G3B7,4.0,Asian,Moderately, Bayview Avenue,2,2,2,5
51026,4,M4G3B7,3.5,FastFood,Moderately, Bayview Ave,2,7,1,5
51027,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51034,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51035,4,M4G3B7,3.5,FastFood,Moderately, Bayview Ave,2,7,1,5
51036,4,M4G3B7,4.0,MiddleEast,Expensive, Bayview Avenue,0,8,2,5
51037,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51038,4,M4G3B7,4.5,FastFood,Moderately, Bayview Avenue,2,7,2,5
51041,4,M4G3B7,4.0,Asian,Moderately, Bayview Avenue,2,2,2,5
51042,4,M4G3B7,3.5,FastFood,Moderately, Bayview Ave,2,7,1,5
51043,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51050,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51051,4,M4G3B7,3.5,FastFood,Moderately, Bayview Ave,2,7,1,5
51052,4,M4G3B7,4.0,MiddleEast,Expensive, Bayview Avenue,0,8,2,5
51053,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51054,4,M4G3B7,4.5,FastFood,Moderately, Bayview Avenue,2,7,2,5
51057,4,M4G3B7,4.0,Asian,Moderately, Bayview Avenue,2,2,2,5
51058,4,M4G3B7,3.5,FastFood,Moderately, Bayview Ave,2,7,1,5
51059,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51066,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51067,4,M4G3B7,3.5,FastFood,Moderately, Bayview Ave,2,7,1,5
51068,4,M4G3B7,4.0,MiddleEast,Expensive, Bayview Avenue,0,8,2,5
51069,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51070,4,M4G3B7,4.5,FastFood,Moderately, Bayview Avenue,2,7,2,5
51073,4,M4G3B7,4.0,Asian,Moderately, Bayview Avenue,2,2,2,5
51074,4,M4G3B7,3.5,FastFood,Moderately, Bayview Ave,2,7,1,5
51075,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51082,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51083,4,M4G3B7,3.5,FastFood,Moderately, Bayview Ave,2,7,1,5
51166,9,M6R1A8,4.0,Asian,Moderately, Queen Street W,2,2,26,39
51176,9,M6R1A8,4.0,Bars,Moderately, Queen Street W,2,3,26,39
51177,9,M6R1A8,4.0,Asian,Moderately, Queen Street W,2,2,26,39
51187,9,M6R1A8,4.0,Bars,Moderately, Queen Street W,2,3,26,39
51188,9,M6R1A8,4.0,Asian,Moderately, Queen Street W,2,2,26,39
51198,9,M6R1A8,4.0,Bars,Moderately, Queen Street W,2,3,26,39
51276,13,M4M1L5,4.5,FastFood,Moderately, Queen Street E,2,7,25,11
51277,13,M4M1L5,4.5,Bars,Moderately, Queen Street E,2,3,25,11
51280,13,M4M1L5,4.0,Asian,Moderately, Queen Street E,2,2,25,11
51310,13,M4M1L5,4.5,FastFood,Moderately, Queen Street E,2,7,25,11
51311,13,M4M1L5,4.5,Bars,Moderately, Queen Street E,2,3,25,11
51314,13,M4M1L5,4.0,Asian,Moderately, Queen Street E,2,2,25,11
51412,7,M4J1L9,4.0,FastFood,Moderately, Danforth Avenue,2,7,8,7
51414,7,M4J1L9,4.0,Bars,Moderately, Danforth Avenue,2,3,8,7
51419,7,M4J1L9,4.0,FastFood,Moderately, Danforth Avenue,2,7,8,7
51421,7,M4J1L9,4.0,Bars,Moderately, Danforth Avenue,2,3,8,7
51426,7,M4J1L9,4.0,FastFood,Moderately, Danforth Avenue,2,7,8,7
51428,7,M4J1L9,4.0,Bars,Moderately, Danforth Avenue,2,3,8,7
51454,7,M4J1L9,4.0,FastFood,Moderately, Danforth Avenue,2,7,8,7
51456,7,M4J1L9,4.0,Bars,Moderately, Danforth Avenue,2,3,8,7
51461,7,M4J1L9,4.0,FastFood,Moderately, Danforth Avenue,2,7,8,7
51463,7,M4J1L9,4.0,Bars,Moderately, Danforth Avenue,2,3,8,7
51475,7,M4J1L9,4.0,FastFood,Moderately, Danforth Avenue,2,7,8,7
51477,7,M4J1L9,4.0,Bars,Moderately, Danforth Avenue,2,3,8,7
51510,3,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51512,3,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51515,3,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51517,3,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51525,3,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51527,3,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51530,3,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51532,3,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51535,3,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51537,3,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51540,3,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51542,3,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51545,3,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51547,3,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51550,3,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51552,3,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51555,3,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51557,3,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51565,3,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51567,3,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51570,3,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51572,3,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51575,3,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51577,3,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51580,3,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51582,3,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51590,3,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51592,3,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51605,0,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51607,0,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51610,0,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51612,0,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51620,0,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51622,0,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51625,0,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51627,0,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51630,0,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51632,0,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51635,0,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51637,0,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51640,0,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51642,0,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51645,0,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51647,0,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51650,0,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51652,0,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51660,0,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51662,0,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51665,0,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51667,0,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51670,0,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51672,0,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51675,0,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51677,0,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51685,0,M4N3M5,4.5,FastFood,Inexpensive, Bayview Avenue,1,7,2,15
51687,0,M4N3M5,3.5,Cafe,Expensive,EG  -  Bayview Avenue,0,4,38,15
51700,1,M4N2L2,3.5,American,Moderately, Yonge Street,2,1,36,13
51701,1,M4N2L2,4.0,Cafe,Inexpensive, Yonge Street,1,4,36,13
51708,1,M4N2L2,3.5,American,Moderately, Yonge Street,2,1,36,13
51709,1,M4N2L2,4.0,Cafe,Inexpensive, Yonge Street,1,4,36,13
51913,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
51914,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
51915,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
51916,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
51918,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
51919,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
51920,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
51921,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
51923,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
51924,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
51925,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
51926,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
51928,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
51929,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
51930,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
51931,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
51933,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
51934,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
51935,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
51936,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
51938,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
51939,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
51940,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
51941,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
51943,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
51944,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
51945,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
51946,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
51948,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
51949,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
51950,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
51951,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
51953,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
51954,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
51955,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
51956,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
51983,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
51984,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
51985,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
51986,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
51988,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
51989,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
51990,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
51991,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
51993,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
51994,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
51995,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
51996,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
51998,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
51999,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
52000,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
52001,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
52003,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
52004,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
52005,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
52006,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
52008,4,M3J1P3,4.0,American,Inexpensive, Keele Street,1,1,20,0
52009,4,M3J1P3,4.0,Cafe,Inexpensive, Keele Street,1,4,20,0
52010,4,M3J1P3,2.5,FastFood,Moderately,York Student Centre,2,7,39,0
52011,4,M3J1P3,3.0,FastFood,Moderately, Keele Street,2,7,20,0
52023,12,M6R2N1,3.5,Cafe,Moderately, Roncesvalles Avenue,2,4,28,41
52025,12,M6R2N1,4.0,FastFood,Moderately, Roncesvalles Avenue,2,7,28,41
52026,12,M6R2N1,3.5,Cafe,Moderately, Roncesvalles Avenue,2,4,28,41
52028,12,M6R2N1,4.0,FastFood,Moderately, Roncesvalles Avenue,2,7,28,41
52029,12,M6R2N1,3.5,Cafe,Moderately, Roncesvalles Avenue,2,4,28,41
52031,12,M6R2N1,4.0,FastFood,Moderately, Roncesvalles Avenue,2,7,28,41
52038,12,M6R2N1,3.5,Cafe,Moderately, Roncesvalles Avenue,2,4,28,41
52040,12,M6R2N1,4.0,FastFood,Moderately, Roncesvalles Avenue,2,7,28,41
52044,12,M6R2N1,3.5,Cafe,Moderately, Roncesvalles Avenue,2,4,28,41
52046,12,M6R2N1,4.0,FastFood,Moderately, Roncesvalles Avenue,2,7,28,41
52047,12,M5S1X8,4.0,Asian,Moderately, Bloor Street W,2,2,4,24
52050,12,M5S1X8,4.0,Cafe,Moderately, Bloor Street W,2,4,4,24
52052,12,M5S1X8,4.0,Asian,Moderately, Bloor Street W,2,2,4,24
52055,12,M5S1X8,4.0,Cafe,Moderately, Bloor Street W,2,4,4,24
52061,14,M6J2Z4,4.0,American,Moderately, Ossington Avenue,2,1,22,35
52062,14,M6J2Z4,4.0,Asian,Moderately, Ossington Avenue,2,2,22,35
52065,14,M6J2Z4,4.0,American,Moderately, Ossington Avenue,2,1,22,35
52066,14,M6J2Z4,4.0,Asian,Moderately, Ossington Avenue,2,2,22,35
