,POI,latitude,longitude,address,city,postCode
4474,Bagel Shop,43.642941,-79.406793,"787 King St W (at Niagara St), Toronto ON M5V 1N4",Toronto,M5V 1N4
4475,Bar,43.643276,-79.412221,"127 Strachan Ave (Adelaide), Toronto ON M6J 2S7",Toronto,M6J 2S7
4476,French Restaurant,43.641897,-79.406486,"169 Niagara St (Wellington), Toronto ON M5V 1C9",Toronto,M5V 1C9
4477,Diner,43.643916,-79.408818,"241 Niagara St (at Adelaide St. W), Toronto ON M6J 2L5",Toronto,M6J 2L5
4478,Dining and Drinking,43.643294,-79.406569,"788 King St W, Toronto ON M5V 1N6",Toronto,M5V 1N6
4479,American Restaurant,43.644131,-79.405861,"96 Tecumseth St (at Michener Ct), Toronto ON M6J 2H1",Toronto,M6J 2H1
4480,Coffee Shop,43.643524,-79.405717,"766 King St W (Tecumseth), Toronto ON M5V 1N6",Toronto,M5V 1N6
4481,Hotel Bar,43.659116,-79.350135,"106 Broadview Ave, Toronto ON M4M 2G1",Toronto,M4M 2G1
4482,Curling Ice,43.659913,-79.349981,"131 Broadview Ave (at Queen St), Toronto ON M4M 2E9",Toronto,M4M 2E9
4483,Diner,43.658748,-79.351339,"678 Queen St E, Toronto ON M4M 1G8",Toronto,M4M 1G8
4484,Bar,43.659005,-79.350118,"700 Queen St E (at Broadview Ave), Toronto ON M4M 1G9",Toronto,M4M 1G9
4485,Bakery,43.660455,-79.350254,"153 Broadview Ave (Kintyre), Toronto ON M4M 2E9",Toronto,M4M 2E9
4486,Sushi Restaurant,43.658606,-79.350195,"703 Queen St E (Broadview), Toronto ON M4M 1G6",Toronto,M4M 1G6
4487,Lounge,43.659433,-79.348081,"758 Queen St E (Broadview), Toronto ON M4M 1H4",Toronto,M4M 1H4
4488,Bar,43.658867,-79.35047,"696 Queen St E (at Broadview Ave), Toronto ON M4M 1G9",Toronto,M4M 1G9
4489,Bar,43.658816,-79.34962,"709 Queen St E (Queen & Broadview), Toronto ON M4M 1H1",Toronto,M4M 1H1
4490,Grocery Store,43.671527,-79.421275,"650 Dupont St (at Christie St.), Toronto ON M6G 4B1",Toronto,M6G 4B1
4491,Candy Store,43.671534,-79.421183,"653 Dupont St (""at Christie St.""), Toronto ON M6G 1Z4",Toronto,M6G 1Z4
4492,Antique Store,43.6716,-79.421053,"647 Dupont St, Toronto ON M6G 1Z4",Toronto,M6G 1Z4
4493,Framing Store,43.671383,-79.42172,"665 Dupont St, Toronto ON M6G 1Z5",Toronto,M6G 1Z5
4494,Café,43.671917,-79.422086,"672 Dupont St (Christie), Toronto ON M6G 1Z6",Toronto,M6G 1Z6
4495,Baby Store,43.671699,-79.420461,"631 Dupont St, Toronto ON M6G 1Z4",Toronto,M6G 1Z4
4496,Grocery Store,43.668694,-79.420868,"200 Christie St (at Essex St), Toronto ON M6G 3B6",Toronto,M6G 3B6
4497,Spiritual Center,43.671056,-79.421574,"285 Christie St (Dupont), Toronto ON M6G 3B9",Toronto,M6G 3B9
4498,Café,43.671056,-79.421574,"262 Christie St (Dupont st and Christie), Toronto ON M6G 3C1",Toronto,M6G 3C1
4499,Dining and Drinking,43.653321,-79.374369,"111C Queen St E (Church), Toronto ON M5C 1S2",Toronto,M5C 1S2
4500,Dining and Drinking,43.653229,-79.374868,"99 Queen St E, Toronto ON M5C 1S1",Toronto,M5C 1S1
4501,Speakeasy,43.65231,-79.3736,"100 Lombard St (at Jarvis St), Toronto ON M5C 1M3",Toronto,M5C 1M3
4502,Café,43.652416,-79.372916,"120 Lombard St (at Jarvis St), Toronto ON M5C 3H5",Toronto,M5C 3H5
4503,Japanese Restaurant,43.651596,-79.374936,"81 Church St (at Adelaide St E), Toronto ON M5C 2G2",Toronto,M5C 2G2
4504,Coffee Shop,43.652443,-79.372546,"113 Jarvis St (at Richmond St E), Toronto ON M5C 2H4",Toronto,M5C 2H4
4505,Camera Store,43.652742,-79.376941,"89 Queen St E, Toronto ON M5C 1S1",Toronto,M5C 1S1
4506,Fish and Chips Shop,43.651566,-79.373809,"100 Adelaide St E (Jarvis), Toronto ON M5C 1K9",Toronto,M5C 1K9
4507,Bar,43.651802,-79.372865,"138 Adelaide St E (at Jarvis St), Toronto ON M5C 1K9",Toronto,M5C 1K9
4508,Church,43.653996,-79.376673,"56 Queen St E, Toronto ON M5C 2Z3",Toronto,M5C 2Z3
4509,Bar,43.651484,-79.405866,"322 Bathurst St, Toronto ON M5T 2S3",Toronto,M5T 2S3
4510,Bar,43.651972,-79.406879,"765 Dundas St W (btwn Bathurst St. and Markham St.), Toronto ON M6J 1T9",Toronto,M6J 1T9
4511,Food Court,43.651891,-79.404903,"707 Dundas St W, Toronto ON M5T 2W6",Toronto,M5T 2W6
4512,Filipino Restaurant,43.652002,-79.40492,"707 Dundas St W (at Bathurst St), Toronto ON M5T 2W6",Toronto,M5T 2W6
4513,Lounge,43.652153,-79.407469,"772A Dundas St W (at Bathurst St.), Toronto ON M6J 1V1",Toronto,M6J 1V1
4514,Fast Food Restaurant,43.652002,-79.40492,"707 Dundas St W (at Bathurst St.), Toronto ON M5T 2W6",Toronto,M5T 2W6
4515,Art Gallery,43.651773,-79.408063,"801 Dundas St W (Between Markham & Palmerston), Toronto ON M6J 1V2",Toronto,M6J 1V2
4516,Bar,43.651982,-79.408283,"794 Dundas St W (Dundas and Bathurst), Toronto ON M6J 1V1",Toronto,M6J 1V1
4517,Taco Restaurant,43.653167,-79.406649,"374 Bathurst St, Toronto ON M5T 2S6",Toronto,M5T 2S6
4518,American Restaurant,43.651982,-79.408283,"800 Dundas St W (Palmerston), Toronto ON M6J 1V1",Toronto,M6J 1V1
4519,Sushi Restaurant,43.662698,-79.364263,"358 Gerrard St E, Toronto ON M5A 2G7",Toronto,M5A 2G7
4520,Swimming Pool,43.661181,-79.36117,"640 Dundas St E (at Sumach St.), Toronto ON M5A 2B8",Toronto,M5A 2B8
4521,Concert Hall,43.659814,-79.362216,"585 Dundas St E (btwn Regent & Sumach), Toronto ON M5A 2B7",Toronto,M5A 2B7
4522,Dining and Drinking,43.660003,-79.362713,"555 Dundas St E (Sackville St), Toronto ON M5A 2B7",Toronto,M5A 2B7
4523,Fast Food Restaurant,43.660428,-79.366147,"1 Oak St, Toronto ON M5A 0A1",Toronto,M5A 0A1
4524,Bakery,43.660688,-79.359455,"665 Dundas St E (Tubman), Toronto ON M5A 0P4",Toronto,M5A 0P4
4525,Bar,43.663671,-79.367878,"454 Parliament St (btwn Carlton & Gerrard), Toronto ON M5A 3A2",Toronto,M5A 3A2
4526,Dining and Drinking,43.662842,-79.3677,"424 Parliament St (Parliament & Gerrard), Toronto ON M5A 3A2",Toronto,M5A 3A2
4527,Drugstore,43.660266,-79.361399,"593 Dundas St E (at Regent Park Blvd), Toronto ON M5A 0C7",Toronto,M5A 0C7
4528,Butcher,43.682046,-79.330334,"1272 Danforth Ave (btwn Greenwood and Linnsmore), Toronto ON M4J 1M6",Toronto,M4J 1M6
4529,Thai Restaurant,43.682013,-79.330796,"1262 Danforth Ave (Linsmore), Toronto ON M4J 1M6",Toronto,M4J 1M6
4530,Gastropub,43.682046,-79.330334,"1282 Danforth Ave (at Linsmore Cres.), Toronto ON M4J 1M6",Toronto,M4J 1M6
4531,Mediterranean Restaurant,43.682335,-79.329444,"1328 Danforth Ave, Toronto ON M4J 1M9",Toronto,M4J 1M9
4532,Bakery,43.682512,-79.328536,"1364 Danforth Ave (Linsmore), Toronto ON M4J 1M9",Toronto,M4J 1M9
4533,Bakery,43.68171,-79.331871,"1210 Danforth Ave, Toronto ON M4J 1M6",Toronto,M4J 1M6
4534,Bar,43.682539,-79.328166,"1382 Danforth Ave (at Monarch Park Ave), Toronto ON M4J 1M9",Toronto,M4J 1M9
4535,Beer Bar,43.682033,-79.330519,"1276 Danforth Ave (Linsmore Crescent), Toronto ON M4J 1M6",Toronto,M4J 1M6
4536,African Restaurant,43.68269,-79.327629,"1408 Danforth Ave (Monarch Park Ave.), Toronto ON M4J 1M9",Toronto,M4J 1M9
4537,Ethiopian Restaurant,43.68171,-79.331871,"1202 Danforth Ave, Toronto ON M4J 1M6",Toronto,M4J 1M6
4538,Stationery Store,43.66297,-79.341067,"250 Carlaw Ave (at College St), Toronto ON M4M 3L1",Toronto,M4M 3L1
4539,Ice Cream Parlor,43.660768,-79.342027,"920 Queen St E (btwn Logan Ave. & Morse St.), Toronto ON M4M 1J5",Toronto,M4M 1J5
4540,Pet Supplies Store,43.660939,-79.341213,"946 Queen St E (at Carlaw Ave.), Toronto ON M4M 1J7",Toronto,M4M 1J7
4541,Bookstore,43.660696,-79.34225,"914 Queen St E, Toronto ON M4M 1J5",Toronto,M4M 1J5
4542,Lounge,43.660645,-79.3414,"915 Queen St E (Morse St.), Toronto ON M4M 1J4",Toronto,M4M 1J4
4543,Coffee Shop,43.661309,-79.338419,"983 Queen St E (at Pape Ave), Toronto ON M4M 1K2",Toronto,M4M 1K2
4544,Café,43.660474,-79.342215,"889 Queen St E (Logan Ave), Toronto ON M4M 1J4",Toronto,M4M 1J4
4545,Bakery,43.660852,-79.342415,"255 Logan Ave (Queen St East), Toronto ON M4M 3J2",Toronto,M4M 3J2
4546,Italian Restaurant,43.661432,-79.339047,"1012A Queen St E (at Boston Ave), Toronto ON M4M 1K1",Toronto,M4M 1K1
4547,Bar,43.682539,-79.328166,"1382 Danforth Ave (at Monarch Park Ave), Toronto ON M4J 1M9",Toronto,M4J 1M9
4548,African Restaurant,43.68269,-79.327629,"1408 Danforth Ave (Monarch Park Ave.), Toronto ON M4J 1M9",Toronto,M4J 1M9
4549,Bakery,43.682512,-79.328536,"1364 Danforth Ave (Linsmore), Toronto ON M4J 1M9",Toronto,M4J 1M9
4550,Playground,43.678133,-79.325412,"115 Felstead Ave (Monarch Park), Toronto ON M4J 1G3",Toronto,M4J 1G3
4551,Café,43.683222,-79.325701,"1504 Danforth Ave (craven), Toronto ON M4J 1N4",Toronto,M4J 1N4
4552,Mediterranean Restaurant,43.682335,-79.329444,"1328 Danforth Ave, Toronto ON M4J 1M9",Toronto,M4J 1M9
4553,Bakery,43.682462,-79.326891,"1419 Danforth Ave, Toronto ON M4J 1N3",Toronto,M4J 1N3
4554,High School,43.678051,-79.328112,"49 Felstead Ave (at Greenwood Ave.), Toronto ON M4J 1G3",Toronto,M4J 1G3
4555,Farmers Market,43.648637,-79.371614,"93 Front St E (at Lower Jarvis St), Toronto ON M5E 1C3",Toronto,M5E 1C3
4556,Fish Market,43.649133,-79.37174,"93 Front St E, Toronto ON M5E 1C3",Toronto,M5E 1C3
4557,Deli,43.649133,-79.37174,"93 Front St E (btwn Market & Lower Jarvis), Toronto ON M5E 1C3",Toronto,M5E 1C3
4558,Fish and Chips Shop,43.648434,-79.372096,"14 Market St (at Front St. E.), Toronto ON M5E 1M6",Toronto,M5E 1M6
4559,Fish and Chips Shop,43.649075,-79.371777,"93 Front St E (Upper Level 33), Toronto ON M5E 1C3",Toronto,M5E 1C3
4560,Café,43.648434,-79.372096,"10 Market St (btwn The Esplanade & Front St. E.), Toronto ON M5E 1M6",Toronto,M5E 1M6
4561,Creperie,43.649023,-79.371722,"95 Front St E (in  St. Lawrence Market), Toronto ON M5E 1C2",Toronto,M5E 1C2
4562,Coffee Shop,43.648866,-79.371557,"95 Front St E (Front & Jarvis), Toronto ON M5E 1C2",Toronto,M5E 1C2
4563,Farmers Market,43.648819,-79.372204,"92 Front St E (at Jarvis St.), Toronto ON M5E 1C4",Toronto,M5E 1C4
4564,Bistro,43.636527,-79.404694,"215 Fort York Blvd, Toronto ON M5V 4A2",Toronto,M5V 4A2
4565,Park,43.634109,-79.405523,"711 Lake Shore Blvd W (at Strachan Ave.), Toronto ON M5V 3T7",Toronto,M5V 3T7
4566,"Cafe, Coffee, and Tea House",43.637463,-79.40031,"2 Bruyeres Mews (at Bathurst St), Toronto ON M5V 0G7",Toronto,M5V 0G7
4567,Harbor or Marina,43.631838,-79.402029,"1 Stadium Rd (Queens Quay), Toronto ON M5V 3H4",Toronto,M5V 3H4
4568,Park,43.635457,-79.397793,"659 Queen St W (Bathurst), Toronto ON M6J 1E6",Toronto,M6J 1E6
4569,Library,43.639252,-79.400408,"190 Fort York Blvd, Toronto ON M5V 0E7",Toronto,M5V 0E7
4570,Diner,43.686312,-79.310845,"2152 Danforth Ave (Danforth and Cedarvale), Toronto ON M4C 1K3",Toronto,M4C 1K3
4571,Toy Store,43.685329,-79.312795,"2077A Danforth Ave (Woodbine Avenue), Toronto ON M4C 1J8",Toronto,M4C 1J8
4572,Music Store,43.686344,-79.311177,"104 Cedarvale Ave, Toronto ON M4C 4J8",Toronto,M4C 4J8
4573,Butcher,43.685339,-79.314996,"1968 Danforth Ave (East Lynn), Toronto ON M4C 1J6",Toronto,M4C 1J6
4574,Thai Restaurant,43.685414,-79.313183,"2063 Danforth Ave (Woodbine), Toronto ON M4C 1J8",Toronto,M4C 1J8
4575,Fish and Chips Shop,43.686325,-79.31066,"2162 Danforth Ave (Cedarvale Avenue), Toronto ON M4C 1K3",Toronto,M4C 1K3
4576,Vintage and Thrift Store,43.68552,-79.311703,"2119 Danforth Ave (Woodbine), Toronto ON M4C 1K1",Toronto,M4C 1K1
4577,Electronics Store,43.686325,-79.31066,"2203 Danforth Ave (Woodbine), Toronto ON M4C 1K4",Toronto,M4C 1K4
4578,Textiles Store,43.686338,-79.310475,"2170 Danforth Ave (at Cedarvale Ave.), Toronto ON M4C 1K3",Toronto,M4C 1K3
4579,Hobby Store,43.686476,-79.310122,"2188 Danforth Ave (at Cedarvale Ave.), Toronto ON M4C 1K3",Toronto,M4C 1K3
4580,Thai Restaurant,43.679308,-79.437771,"1018 Saint Clair Ave W, Toronto ON M6E 1A4",Toronto,M6E 1A4
4581,Mexican Restaurant,43.679497,-79.435181,"933 Saint Clair Ave W (E of Oakwood Ave), Toronto ON M6C 1C7",Toronto,M6C 1C7
4582,Diner,43.679143,-79.438493,"1036 Saint Clair Ave W (btw Appleton & Glenholme), Toronto ON M6E 1A4",Toronto,M6E 1A4
4583,Pizzeria,43.679718,-79.436012,"950 St Clair Ave W, Toronto ON M6E 1A1",Toronto,M6E 1A1
4584,Computer Repair Service,43.679518,-79.434904,"929 Saint Clair Ave W (St. Clair & Oakwood), Toronto ON M6C 1C7",Toronto,M6C 1C7
4585,Breakfast Spot,43.681024,-79.430421,"810 Saint Clair Ave W (at Northcliffe Blvd.), Toronto ON M6C 1B6",Toronto,M6C 1B6
4586,Gelato Shop,43.679697,-79.436289,"964 St Clair Ave W, Toronto ON M6E 1A1",Toronto,M6E 1A1
4587,Liquor Store,43.680199,-79.434031,"908 St Clair Ave W (at Alberta Ave), Toronto ON M6C 1C6",Toronto,M6C 1C6
4588,Vietnamese Restaurant,43.679704,-79.436197,"958 Saint Clair Ave W, Toronto ON M6E 1A1",Toronto,M6E 1A1
4589,Pub,43.696607,-79.396089,"1835 Yonge St (at Merton St.), Toronto ON M4S 1X8",Toronto,M4S 1X8
4590,Japanese Restaurant,43.696887,-79.396087,"1835 Yonge St (at Balliol St), Toronto ON M4S 1X8",Toronto,M4S 1X8
4591,Fast Food Restaurant,43.698371,-79.395763,"21 Davisville Ave (at Yonge St.), Toronto ON M4S 1G3",Toronto,M4S 1G3
4592,Medical Center,43.696887,-79.396087,"1849 Yonge St (Davisville), Toronto ON M4S 1Y2",Toronto,M4S 1Y2
4593,Medical Center,43.696918,-79.394127,"1910 Yonge St, Toronto ON M4S 3B2",Toronto,M4S 3B2
4594,Café,43.697717,-79.396267,"1881 Yonge St (at Balliol St.), Toronto ON M4S 3C4",Toronto,M4S 3C4
4595,Alternative Medicine Clinic,43.696953,-79.395958,"1849 Yonge St (Davisville), Toronto ON M4S 1Y2",Toronto,M4S 1Y2
4596,Health and Medicine,43.696913,-79.396513,"1849 Yonge St (Davisville), Toronto ON M4S 1Y2",Toronto,M4S 1Y2
4597,Pub,43.697293,-79.395918,"1867 Yonge St (btw Merton & Balliol), Toronto ON M4S 1Y5",Toronto,M4S 1Y5
4598,Park,43.697201,-79.399507,"201 Oriole Pky (Chaplin Crescent), Toronto ON M5P 2H4",Toronto,M5P 2H4
4599,Dining and Drinking,43.66779,-79.427879,"971 Ossington Ave, Toronto ON M6G 3V5",Toronto,M6G 3V5
4600,Grocery Store,43.668694,-79.420868,"200 Christie St (at Essex St), Toronto ON M6G 3B6",Toronto,M6G 3B6
4601,Park,43.664775,-79.420709,"750 Bloor St W (btw Christie & Crawford), Toronto ON M6G 3K4",Toronto,M6G 3K4
4602,Indian Restaurant,43.663179,-79.42181,"796 Bloor St W (at Crawford St), Toronto ON M6G 1L7",Toronto,M6G 1L7
4603,Wine Bar,43.662222,-79.423387,"841 Bloor St W (Shaw), Toronto ON M6G 1M3",Toronto,M6G 1M3
4604,Pub,43.662521,-79.423902,"838 Bloor St W (at Shaw St.), Toronto ON M6G 1M2",Toronto,M6G 1M2
4605,Cocktail Bar,43.662264,-79.425123,"878 Bloor St W (at Ossington Ave), Toronto ON M6G 1M5",Toronto,M6G 1M5
4606,French Restaurant,43.662323,-79.425086,"872 Bloor St W, Toronto ON M6G 1M5",Toronto,M6G 1M5
4607,Cocktail Bar,43.66259,-79.422183,"815 Bloor St W (at Crawford St), Toronto ON M6G 1M1",Toronto,M6G 1M1
4608,Dog Park,43.646589,-79.463705,"Colborne Lodge Dr (at Centre Rd), Toronto ON M6R 2Z3",Toronto,M6R 2Z3
4609,Urban Park,43.653999,-79.464477,"1873 Bloor St W (at Parkside Dr), Toronto ON M6R 2Z3",Toronto,M6R 2Z3
4610,Scenic Lookout,43.64459,-79.466468,"West Rd (at Colborne Lodge Dr.), Toronto ON M6R 2Z3",Toronto,M6R 2Z3
4611,Café,43.654291,-79.462794,"1822 Bloor St W, Toronto ON M6P 3K6",Toronto,M6P 3K6
4612,Pub,43.653035,-79.468436,"1982 Bloor St W, Toronto ON M6P 3K9",Toronto,M6P 3K9
4613,Mexican Restaurant,43.679497,-79.435181,"933 Saint Clair Ave W (E of Oakwood Ave), Toronto ON M6C 1C7",Toronto,M6C 1C7
4614,Liquor Store,43.680199,-79.434031,"908 St Clair Ave W (at Alberta Ave), Toronto ON M6C 1C6",Toronto,M6C 1C6
4615,Thai Restaurant,43.679308,-79.437771,"1018 Saint Clair Ave W, Toronto ON M6E 1A4",Toronto,M6E 1A4
4616,Bicycle Store,43.679889,-79.435197,"936 St Clair Ave W, Toronto ON M6C 1C8",Toronto,M6C 1C8
4617,Mediterranean Restaurant,43.679603,-79.434497,"954 St Clair Ave W (Oakwood), Toronto ON M6E 1A1",Toronto,M6E 1A1
4618,Pizzeria,43.679718,-79.436012,"950 St Clair Ave W, Toronto ON M6E 1A1",Toronto,M6E 1A1
4619,Computer Repair Service,43.679518,-79.434904,"929 Saint Clair Ave W (St. Clair & Oakwood), Toronto ON M6C 1C7",Toronto,M6C 1C7
4620,Diner,43.679143,-79.438493,"1036 Saint Clair Ave W (btw Appleton & Glenholme), Toronto ON M6E 1A4",Toronto,M6E 1A4
4621,Grocery Store,43.680147,-79.433976,"910 St Clair Ave W (Alberta Ave), Toronto ON M6C 1C6",Toronto,M6C 1C6
4622,Department Store,43.680371,-79.433216,"900 St Clair Ave W, Toronto ON M6C 1C5",Toronto,M6C 1C5
4623,Bakery,43.67561,-79.454578,"1492 St Clair Ave W (Caledonia Rd), Toronto ON M6E 1C7",Toronto,M6E 1C7
4624,Italian Restaurant,43.676063,-79.450675,"1351 St Clair Ave W (Lansdowne), Toronto ON M6E 1C5",Toronto,M6E 1C5
4625,Community and Government,43.675448,-79.451418,"1369 Saint Clair Ave W (at Lansdown Ave), Toronto ON M6E 1C5",Toronto,M6E 1C5
4626,Ice Cream Parlor,43.675998,-79.450805,"1357 Saint Clair Ave W (Lansdowne Avenue), Toronto ON M6E 1C5",Toronto,M6E 1C5
4627,Swimming Pool,43.675437,-79.4531,"1369 St Clair Ave W (Lansdowne), Toronto ON M6E 1C5",Toronto,M6E 1C5
4628,Burger Joint,43.67508,-79.454914,"1601 Saint Clair Ave W (at Caledonia Park Rd.), Toronto ON M6E 1C9",Toronto,M6E 1C9
4629,Lounge,43.676005,-79.453005,"1468 St Clair Ave W, Toronto ON M6E 1C6",Toronto,M6E 1C6
4630,Park,43.67369,-79.45165,"1200 Lansdowne Ave, Toronto ON M6H 3Z8",Toronto,M6H 3Z8
4631,Children's Clothing Store,43.677222,-79.447119,"1274 St Clair Ave W, Toronto ON M6E 1B9",Toronto,M6E 1B9
4632,Bakery,43.676486,-79.448732,"1311 Saint Clair Ave W, Toronto ON M6E 1C2",Toronto,M6E 1C2
4633,Pub,43.667895,-79.403296,"14 Madison Ave (at Bloor St. W), Toronto ON M5R 2S1",Toronto,M5R 2S1
4634,Bakery,43.66642,-79.40582,"370 Bloor St W (btwn Walmer & Dalton Rd), Toronto ON M5S 1X2",Toronto,M5S 1X2
4635,Bookstore,43.665902,-79.406766,"471 Bloor St W (at Dalton Rd.), Toronto ON M5S 1X9",Toronto,M5S 1X9
4636,Pizzeria,43.666176,-79.406857,"386 Bloor St W, Toronto ON M5S 1X4",Toronto,M5S 1X4
4637,Japanese Restaurant,43.666966,-79.400623,"335 Bloor St W, Toronto ON M5S 1W7",Toronto,M5S 1W7
4638,Café,43.665919,-79.408078,"408 Bloor St W, Toronto ON M5S 1X5",Toronto,M5S 1X5
4639,Bubble Tea Shop,43.667463,-79.400749,"337 Bloor St W (at St George St), Toronto ON M5S 1W7",Toronto,M5S 1W7
4640,Monument,43.647952,-79.398851,"753 Queen St W (Alley btwn Queen & Richmond street), Toronto ON M6J 1G1",Toronto,M6J 1G1
4641,Udon Restaurant,43.648349,-79.399569,"456 Queen St W (at Augusta Ave), Toronto ON M5V 2A8",Toronto,M5V 2A8
4642,Bar,43.648238,-79.399552,"458 Queen St W, Toronto ON M5V 2A8",Toronto,M5V 2A8
4643,Optometrist,43.647209,-79.39518,"127 Spadina Ave (Spadina), Toronto ON M5V 2K8",Toronto,M5V 2K8
4644,Cocktail Bar,43.648601,-79.397646,"408 Queen St W (at Cameron St.), Toronto ON M5V 2A7",Toronto,M5V 2A7
4645,Indian Restaurant,43.648798,-79.397257,"406 Queen St W (Cameron), Toronto ON M5V 2A6",Toronto,M5V 2A6
4646,Cocktail Bar,43.648133,-79.400236,"472 Queen St W (btwn Augusta & Denison), Toronto ON M5V 2B2",Toronto,M5V 2B2
4647,Sushi Restaurant,43.648133,-79.400236,"478 Queen St W (Augusta), Toronto ON M5V 2B2",Toronto,M5V 2B2
4648,French Restaurant,43.648611,-79.395965,"3rd Floor (Queen Street), Toronto ON M5V 2L6",Toronto,M5V 2L6
4649,American Restaurant,43.667208,-79.373303,"209 Wellesley St E (btwn Bleecker & Ontario), Toronto ON M4X 1G1",Toronto,M4X 1G1
4650,Bakery,43.666615,-79.376062,"154 Wellesley St E (at Sherbourne St), Toronto ON M4Y 1J3",Toronto,M4Y 1J3
4651,Library,43.667774,-79.374796,"495 Sherbourne St (Wellesley Ave), Toronto ON M4X 1K7",Toronto,M4X 1K7
4652,Steakhouse,43.666769,-79.377817,"515 Jarvis St (Wellesley), Toronto ON M4Y 2H7",Toronto,M4Y 2H7
4653,BBQ Joint,43.667842,-79.369195,"601 Parliament St (at Wellesley St. E), Toronto ON M4X 1P9",Toronto,M4X 1P9
4654,Music Venue,43.66462,-79.374155,"410 Sherbourne St (at Carlton St.), Toronto ON M4X 1K2",Toronto,M4X 1K2
4655,Grocery Store,43.669138,-79.375341,"559 Sherbourne St (at Earl St), Toronto ON M4X 1W6",Toronto,M4X 1W6
4656,Indian Restaurant,43.666889,-79.369184,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",Toronto,M4X 1P6
4657,Grocery Store,43.666615,-79.376062,"120 Homewood Ave (Homewood Ave), Toronto ON M4Y 2J3",Toronto,M4Y 2J3
4658,Seafood Restaurant,43.650598,-79.381743,"56 Temperance St (at Bay St.), Toronto ON M5H 3V5",Toronto,M5H 3V5
4659,Breakfast Spot,43.653268,-79.382074,"483 Bay St (Albert Street), Toronto ON M5G 2C9",Toronto,M5G 2C9
4660,Coffee Shop,43.649981,-79.383281,"120 Adelaide St W, Toronto ON M5H 1T1",Toronto,M5H 1T1
4661,Restaurant,43.65028,-79.383796,"111 Richmond St W (btwn York & Bay St), Toronto ON M5H 2G4",Toronto,M5H 2G4
4662,Community and Government,43.653519,-79.384031,"100 Queen St W (at Bay St.), Toronto ON M5H 2N2",Toronto,M5H 2N2
4663,Clothing Store,43.651999,-79.379441,"176 Yonge St (Queen St W), Toronto ON M5C 2L7",Toronto,M5C 2L7
4664,Greek Restaurant,43.650213,-79.38472,"133 Richmond St W (at York St.), Toronto ON M5H 2L3",Toronto,M5H 2L3
4665,Steakhouse,43.649979,-79.384075,"165 York St (btwn Richmond St. & Adelaide St.), Toronto ON M5H 3R8",Toronto,M5H 3R8
4666,Bakery,43.639132,-79.442874,"1537A Queen St W (Elm Grove Av), Toronto ON M6R 1A7",Toronto,M6R 1A7
4667,Park,43.638339,-79.452188,"Lake Shore Blvd W, Toronto ON M8V 1H4",Toronto,M8V 1H4
4668,Dining and Drinking,43.63965,-79.441929,"1610 Queen St W (Sorauren), Toronto ON M6R 1A8",Toronto,M6R 1A8
4669,Pizzeria,43.639444,-79.443205,"1648 Queen St W, Toronto ON M6R 1B2",Toronto,M6R 1B2
4670,Asian Restaurant,43.639788,-79.441577,"1600 Queen St W (Sorauren), Toronto ON M6R 1A8",Toronto,M6R 1A8
4671,Flea Market,43.63894,-79.443965,"1605 Queen St W, Toronto ON M6R 1A9",Toronto,M6R 1A9
4672,Clothing Store,43.639359,-79.443612,"1662 Queen St W (Triller Ave), Toronto ON M6R 1B2",Toronto,M6R 1B2
4673,Diner,43.638714,-79.445518,"1645 Queen St W (at Roncesvalles Ave), Toronto ON M6R 1A9",Toronto,M6R 1A9
4674,Tea Room,43.639914,-79.440616,"1574 Queen St W, Toronto ON M6R 1A6",Toronto,M6R 1A6
4675,Park,43.656987,-79.433583,"875 Dufferin St (btw Sylvan & Dufferin Park), Toronto ON M6H 3K8",Toronto,M6H 3K8
4676,Italian Restaurant,43.653487,-79.427692,"972 College St, Toronto ON M6H 1A5",Toronto,M6H 1A5
4677,Restaurant,43.652863,-79.429322,"1033A College St (Rusholme), Toronto ON M6H 1A8",Toronto,M6H 1A8
4678,Farmers Market,43.656935,-79.433528,"875 Dufferin St (Dufferin Park Ave.), Toronto ON M6H 4B1",Toronto,M6H 4B1
4679,Bakery,43.653494,-79.4276,"970 College St, Toronto ON M6H 1A5",Toronto,M6H 1A5
4680,BBQ Joint,43.65325,-79.428636,"1000 College St, Toronto ON M6H 1A7",Toronto,M6H 1A7
4681,Café,43.652693,-79.432427,"1104 College St (Dufferin Street), Toronto ON M6H 1B3",Toronto,M6H 1B3
4682,Dining and Drinking,43.65356,-79.42747,"962 College St, Toronto ON M6H 1A5",Toronto,M6H 1A5
4683,Middle Eastern Restaurant,43.652594,-79.433019,"1120 College St (at Dufferin Ave), Toronto ON M6H 1B6",Toronto,M6H 1B6
4684,Health Food Store,43.653679,-79.426601,"942 College St (Dovercourt Rd), Toronto ON M6H 1A5",Toronto,M6H 1A5
4685,Bagel Shop,43.688948,-79.412601,"421 Spadina Rd (btwn Eglinton & St. Claire), Toronto ON M5P 2W3",Toronto,M5P 2W3
4686,Soccer Field,43.685249,-79.41636,"1515 Bathurst St (at St. Clair Ave.), Toronto ON M5P 3H4",Toronto,M5P 3H4
4687,Fruit and Vegetable Store,43.684036,-79.415277,"396 St Clair Ave W (at Bathurst St.), Toronto ON M5P 3N3",Toronto,M5P 3N3
