,POI,latitude,longitude,address,city,postCode
0,Brewery,43.663372,-79.319902,"1001 Eastern Ave (Woodfield Rd), Toronto ON M4L 1A8",Toronto,M4L 1A8
1,Diner,43.665121,-79.321347,"1483 Queen St E, Toronto ON M4L 1E2",Toronto,M4L 1E2
2,Bicycle Store,43.666157,-79.317863,"1592 Queen St E, Toronto ON M4L 1G1",Toronto,M4L 1G1
3,Physician,43.66598,-79.31877,"1566 Queen St E (at Ashdale Ave.), Toronto ON M4L 1E9",Toronto,M4L 1E9
4,Park,43.662892,-79.312532,"Queen St (at Kingston Rd), Toronto ON M4L 1G7",Toronto,M4L 1G7
5,Pizzeria,43.666623,-79.316861,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Toronto,M4L 3A7
6,Coffee Shop,43.664574,-79.325048,"1374 Queen St E (at Greenwood Ave), Toronto ON M4L 1C9",Toronto,M4L 1C9
7,Diner,43.666394,-79.316918,"1606 Queen St E (Coxwell Ave), Toronto ON M4L 1G2",Toronto,M4L 1G2
8,Pizzeria,43.664745,-79.324233,"1402 Queen St E (at Greenwood Ave.), Toronto ON M4L 1C9",Toronto,M4L 1C9
9,Coffee Shop,43.669537,-79.448551,"31 Powerhouse St (Lansdowne Ave), Toronto ON M6H 0C7",Toronto,M6H 0C7
10,Car Dealership,43.67205,-79.446429,"3526 Lake Shore Blvd W, Toronto ON M8W 1N6",Toronto,M8W 1N6
11,Performing Arts Venue,43.668652,-79.444527,"27 Primrose Ave, Toronto ON M6H 3V1",Toronto,M6H 3V1
12,Dog Park,43.671997,-79.44946,"1200 Lansdowne Ave, Toronto ON M6H 3Z8",Toronto,M6H 3Z8
13,Primary and Secondary School,43.675637,-79.44345,"151 Rosemount Ave (at Dufferin St.), Toronto ON M6H 2N1",Toronto,M6H 2N1
14,Recording Studio,43.668935,-79.44373,"330 Geary Ave (at Lightbourn Ave.), Toronto ON M6H 2C7",Toronto,M6H 2C7
15,Convenience Store,43.672605,-79.441139,"1395 Davenport Rd (Dufferin), Toronto ON M6H 2H6",Toronto,M6H 2H6
16,Café,43.673012,-79.440175,"1359 Davenport Rd, Toronto ON M6H 2H5",Toronto,M6H 2H5
17,Bar,43.669324,-79.439163,"229 Geary Ave (at Dufferin St), Toronto ON M6H 2C1",Toronto,M6H 2C1
18,Bicycle Store,43.666157,-79.317863,"1592 Queen St E, Toronto ON M4L 1G1",Toronto,M4L 1G1
19,Pizzeria,43.666623,-79.316861,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Toronto,M4L 3A7
20,Diner,43.666394,-79.316918,"1606 Queen St E (Coxwell Ave), Toronto ON M4L 1G2",Toronto,M4L 1G2
21,Burger Joint,43.666774,-79.315529,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Toronto,M4L 1G3
22,Burrito Restaurant,43.666486,-79.316418,"1614 Queen St E (Coxwell Ave.), Toronto ON M4L 1G3",Toronto,M4L 1G3
23,Park,43.662892,-79.312532,"Queen St (at Kingston Rd), Toronto ON M4L 1G7",Toronto,M4L 1G7
24,Pizzeria,43.666794,-79.315251,"1646 Queen St E (at Eastern Ave,), Toronto ON M4L 1G3",Toronto,M4L 1G3
25,Deli,43.666113,-79.316921,"1599 Queen St E, Toronto ON M4L 1E5",Toronto,M4L 1E5
26,Flower Store,43.666243,-79.317456,"1596 Queen St W, Toronto ON M6R 1A8",Toronto,M6R 1A8
27,Church,43.653996,-79.376673,"56 Queen St E, Toronto ON M5C 2Z3",Toronto,M5C 2Z3
28,Music Venue,43.653136,-79.379248,"189 Yonge St (btwn Queen St E & Shuter St), Toronto ON M5B 1M4",Toronto,M5B 1M4
29,Diner,43.65266,-79.378845,"2 Queen St E (Suite #110), Toronto ON M5C 3G7",Toronto,M5C 3G7
30,Dining and Drinking,43.653229,-79.374868,"99 Queen St E, Toronto ON M5C 1S1",Toronto,M5C 1S1
31,Dining and Drinking,43.653321,-79.374369,"111C Queen St E (Church), Toronto ON M5C 1S2",Toronto,M5C 1S2
32,Church,43.654962,-79.377294,"200 Church St (at Shuter St), Toronto ON M5B 1Z2",Toronto,M5B 1Z2
33,Japanese Restaurant,43.651596,-79.374936,"81 Church St (at Adelaide St E), Toronto ON M5C 2G2",Toronto,M5C 2G2
34,Furniture and Home Store,43.653188,-79.379303,"195 Yonge St (at Queen St E), Toronto ON M5B 1M4",Toronto,M5B 1M4
35,American Restaurant,43.65151,-79.379223,"1 Richmond St W (Yonge Street), Toronto ON M5H 3W4",Toronto,M5H 3W4
36,Gay Bar,43.664198,-79.379979,"457 Church St (Alexander), Toronto ON M4Y 2C5",Toronto,M4Y 2C5
37,Sushi Restaurant,43.663917,-79.379982,"451 Church St, Toronto ON M4Y 2C5",Toronto,M4Y 2C5
38,Juice Bar,43.664459,-79.380255,"471 Church St (btwn Alexander & Maitland St.), Toronto ON M4Y 2C5",Toronto,M4Y 2C5
39,Pizzeria,43.664407,-79.3802,"469 Church St (at Wellesley St.), Toronto ON M4Y 2C5",Toronto,M4Y 2C5
40,Sake Bar,43.664243,-79.380127,"459 Church St (Maitland), Toronto ON M4Y 2C5",Toronto,M4Y 2C5
41,Pub,43.66457,-79.380272,"475 Church St (at Maitland St.), Toronto ON M4Y 2C5",Toronto,M4Y 2C5
42,Gay Bar,43.66299,-79.3796,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",Toronto,M4Y 2C3
43,Coffee Shop,43.665059,-79.380491,"485 Church St (at Maitland St.), Toronto ON M4Y 2C6",Toronto,M4Y 2C6
44,Grocery Store,43.661978,-79.379626,"60 Carlton St, Toronto ON M5B 1J2",Toronto,M5B 1J2
45,Café,43.658525,-79.385436,"84 Gerrard St W (Gerrard & LaPlante), Toronto ON M5G 1J5",Toronto,M5G 1J5
46,Italian Restaurant,43.659865,-79.388642,"101 College St, Toronto ON M5G 1L7",Toronto,M5G 1L7
47,"Cafe, Coffee, and Tea House",43.658539,-79.385251,"70 Gerrard St W (Bay St), Toronto ON M5G 1J5",Toronto,M5G 1J5
48,Fast Food Restaurant,43.654736,-79.389695,"250 Dundas St W (Simcoe Street), Toronto ON M5T 2Z5",Toronto,M5T 2Z5
49,Café,43.654316,-79.390843,"281 Dundas St W (St Patrick And Dundas St W), Toronto ON M5T 1G1",Toronto,M5T 1G1
50,Coffee Shop,43.660059,-79.385961,"770 Bay St, Toronto ON M5G 0A6",Toronto,M5G 0A6
51,Fast Food Restaurant,43.654727,-79.387496,"207 Dundas St W (at University Ave), Toronto ON M5G 1C8",Toronto,M5G 1C8
52,Ramen Restaurant,43.65503,-79.386422,"179 Dundas St W (btwn Centre Ave. & Chestnut St.), Toronto ON M5G 1C7",Toronto,M5G 1C7
53,Sushi Restaurant,43.655117,-79.38522,"122 Elizabeth St (at Dundas St. W), Toronto ON M5G 1P5",Toronto,M5G 1P5
54,Restaurant,43.656191,-79.383568,"20 Dundas St E (at Bay St), Toronto ON M5B 2L6",Toronto,M5B 2L6
55,Miscellaneous Store,43.656087,-79.383458,"595 Bay St (at Dundas St W), Toronto ON M5G 2C2",Toronto,M5G 2C2
56,Bar,43.65738,-79.38343,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",Toronto,M5G 1H1
57,Bookstore,43.657051,-79.380993,"329 Yonge St (at Dundas St E), Toronto ON M5B 1R7",Toronto,M5B 1R7
58,Chinese Restaurant,43.656628,-79.383731,"66 Edward St (Bay Street), Toronto ON M5G 1C9",Toronto,M5G 1C9
59,Bookstore,43.65705,-79.381788,"10 Edward St (at Yonge St), Toronto ON M5G 1C9",Toronto,M5G 1C9
60,New American Restaurant,43.655861,-79.381926,"1 Dundas St W, Toronto ON M5G 1Z3",Toronto,M5G 1Z3
61,Fast Food Restaurant,43.657618,-79.381691,"340 Yonge St (at Gould St), Toronto ON M5B 1R8",Toronto,M5B 1R8
62,Seafood Restaurant,43.657643,-79.382116,"7 Elm St (at Yonge St.), Toronto ON M5G 1H1",Toronto,M5G 1H1
63,Fast Food Restaurant,43.656829,-79.380958,"323 Yonge St (Yonge & Dundas), Toronto ON M5B 1R7",Toronto,M5B 1R7
64,Bakery,43.66431,-79.415537,"656 Bloor St W, Toronto ON M6G 1K9",Toronto,M6G 1K9
65,Korean Restaurant,43.664022,-79.415631,"661 Bloor St W (Manning), Toronto ON M6G 1L1",Toronto,M6G 1L1
66,Cosmetics Store,43.664395,-79.41513,"644 Bloor St W, Toronto ON M6G 1K9",Toronto,M6G 1K9
67,Korean Restaurant,43.664633,-79.414186,"620 Bloor St W (btwn.  Elucid Ave. & Palmerston Ave.), Toronto ON M6G 1K7",Toronto,M6G 1K7
68,Café,43.664876,-79.413149,"600 Bloor St W (btwn Markham St. & Palmerston Ave.), Toronto ON M6G 1K4",Toronto,M6G 1K4
69,Bubble Tea Shop,43.664296,-79.415722,"660 1/2 Bloor St W (at Manning Ave), Toronto ON M6G 1K9",Toronto,M6G 1K9
70,Café,43.664557,-79.412911,"605 Bloor St W, Toronto ON M6G 1K6",Toronto,M6G 1K6
71,Korean Restaurant,43.664035,-79.415446,"659 Bloor St W, Toronto ON M6G 1L1",Toronto,M6G 1L1
72,Park,43.676047,-79.390004,"1 Ramsden Rd (Yonge Street), Toronto ON M6E 2N1",Toronto,M6E 2N1
73,BBQ Joint,43.6771,-79.389423,"4 Crescent Rd (Yonge), Toronto ON M4W 1S9",Toronto,M4W 1S9
74,Bar,43.677673,-79.390029,"1068 Yonge St (btwn Roxborough St. & Gibson Ave.), Toronto ON M4W 2L4",Toronto,M4W 2L4
75,Sports Bar,43.673366,-79.388267,"890 Yonge St (at Church St.), Toronto ON M4W 3P4",Toronto,M4W 3P4
76,Coffee Shop,43.677934,-79.390305,"1088 Yonge St (at Roxborough St), Toronto ON M4W 2L4",Toronto,M4W 2L4
77,Caribbean Restaurant,43.672491,-79.387941,"876 Yonge St (Scollard St), Toronto ON M4W 2J1",Toronto,M4W 2J1
78,Music Venue,43.673144,-79.388232,"888 Yonge St (Davenport), Toronto ON M4W 2J2",Toronto,M4W 2J2
79,Café,43.678274,-79.390265,"1094 Yonge St (Roxborough Street West), Toronto ON M4W 2L6",Toronto,M4W 2L6
80,Juice Bar,43.678861,-79.390686,"5 MacPherson Ave (Yonge St.), Toronto ON M5R 1W7",Toronto,M5R 1W7
81,Library,43.671847,-79.386762,"789 Yonge St (btwn Collier & Asquith Ave), Toronto ON M4W 2G8",Toronto,M4W 2G8
82,Italian Restaurant,43.674983,-79.396149,"202 Davenport Rd, Toronto ON M5R 1J2",Toronto,M5R 1J2
83,Chinese Restaurant,43.674104,-79.398207,"265 Davenport Rd, Toronto ON M5R 1J9",Toronto,M5R 1J9
84,Café,43.673676,-79.396362,"131 Ave Rd, Toronto ON M5R 2H7",Toronto,M5R 2H7
85,Italian Restaurant,43.673676,-79.396362,"116A Rd Ave, Toronto ON M5R 2H4",Toronto,M5R 2H4
86,Spiritual Center,43.676934,-79.397115,"243 Ave Rd (Roxborough St. W.), Toronto ON M5R 2J6",Toronto,M5R 2J6
87,Buffet,43.676941,-79.397023,"243 Ave Rd (DuPont), Toronto ON M5R 2J6",Toronto,M5R 2J6
88,Organic Grocery,43.671818,-79.394896,"87 Ave Rd (Davenport Rd), Toronto ON M5R 3R9",Toronto,M5R 3R9
89,Bistro,43.675034,-79.400086,"166 Bedford Rd (Dupont St), Toronto ON M5R 2K9",Toronto,M5R 2K9
90,Bakery,43.672072,-79.395264,"87 Ave Rd (In Yorkville Mall), Toronto ON M5R 3R9",Toronto,M5R 3R9
91,Bookstore,43.671885,-79.387002,"789 Yonge St (Asquith Ave), Toronto ON M4W 2G8",Toronto,M4W 2G8
92,Library,43.671847,-79.386762,"789 Yonge St (btwn Collier & Asquith Ave), Toronto ON M4W 2G8",Toronto,M4W 2G8
93,Caribbean Restaurant,43.672491,-79.387941,"876 Yonge St (Scollard St), Toronto ON M4W 2J1",Toronto,M4W 2J1
94,Italian Restaurant,43.671608,-79.388502,"17 Yorkville Ave (Yonge), Toronto ON M4W 1L1",Toronto,M4W 1L1
95,Café,43.671722,-79.38693,"789 Yonge St (at Asquith Ave.), Toronto ON M4W 2G8",Toronto,M4W 2G8
96,Greek Restaurant,43.67238,-79.387923,"874 Yonge St (Davenport), Toronto ON M4W 2J1",Toronto,M4W 2J1
97,Italian Restaurant,43.672057,-79.389275,"53 Scollard St (Bay Street), Toronto ON M5R 0B2",Toronto,M5R 0B2
98,Music Venue,43.673144,-79.388232,"888 Yonge St (Davenport), Toronto ON M4W 2J2",Toronto,M4W 2J2
99,Tobacco Store,43.671159,-79.387729,"8 Cumberland St (At Yonge Street), Toronto ON M4W 1J5",Toronto,M4W 1J5
100,Arts and Entertainment,43.671677,-79.389869,"60 Yorkville Ave (at Four Seasons Hotel), Toronto ON M4W 0A4",Toronto,M4W 0A4
101,Bicycle Store,43.664873,-79.35203,"341 Broadview Ave (Broadview and Gerrard), Toronto ON M4M 2H1",Toronto,M4M 2H1
102,Coffee Shop,43.663339,-79.351506,"265 Broadview Ave (at Allen Ave), Toronto ON M4M 2G8",Toronto,M4M 2G8
103,Bakery,43.660455,-79.350254,"153 Broadview Ave (Kintyre), Toronto ON M4M 2E9",Toronto,M4M 2E9
104,Curling Ice,43.659913,-79.349981,"131 Broadview Ave (at Queen St), Toronto ON M4M 2E9",Toronto,M4M 2E9
105,Coffee Shop,43.660011,-79.354064,"2 Matilda St, Toronto ON M4M 1L9",Toronto,M4M 1L9
106,Miscellaneous Store,43.662739,-79.35127,"253 Broadview Ave, Toronto ON M4M 2G6",Toronto,M4M 2G6
107,Elementary School,43.662355,-79.350368,"885 Dundas St E, Toronto ON M4M 1R4",Toronto,M4M 1R4
108,Asian Restaurant,43.665637,-79.352338,"588 Gerrard St E (at Broadview Ave), Toronto ON M4M 1Y3",Toronto,M4M 1Y3
109,Vietnamese Restaurant,43.665867,-79.351486,"610 Gerrard St E (Gerrard & Broadview), Toronto ON M4M 1Y3",Toronto,M4M 1Y3
110,Diner,43.658748,-79.351339,"678 Queen St E, Toronto ON M4M 1G8",Toronto,M4M 1G8
111,Japanese Restaurant,43.646437,-79.378743,"161 Bay St, Toronto ON M5J 2S1",Toronto,M5J 2S1
112,Museum,43.647047,-79.377298,"30 Yonge St (at Brookfield Pl.), Toronto ON M5E 1X8",Toronto,M5E 1X8
113,Bar,43.647128,-79.379274,"181 Bay St (at Wellington St. W), Toronto ON M5J 2T3",Toronto,M5J 2T3
114,Concert Hall,43.646226,-79.376232,"1 Front St E (at Yonge St), Toronto ON M5E 1B2",Toronto,M5E 1B2
115,Bistro,43.647336,-79.376409,"4 Front St E (at Yonge St.), Toronto ON M5E 1G4",Toronto,M5E 1G4
116,Pub,43.6475,-79.379567,"187 Bay St (Wellington St W), Toronto ON M5L 1G5",Toronto,M5L 1G5
117,Fast Food Restaurant,43.647128,-79.379274,"181 Bay St (in Brookfield Place), Toronto ON M5J 2T3",Toronto,M5J 2T3
118,Bakery,43.648546,-79.379079,"25 King St W, Toronto ON M5L 2A1",Toronto,M5L 2A1
119,Coffee Shop,43.644847,-79.380547,"65 Front St W (btwn Bay St & York St), Toronto ON M5J 1E6",Toronto,M5J 1E6
120,Steakhouse,43.646718,-79.374862,"26 the Esplanade, Toronto ON M5E 1A6",Toronto,M5E 1A6
121,Park,43.665851,-79.361023,"500 Gerrard St (at River St.), Toronto ON M5A 2H3",Toronto,M5A 2H3
122,Other Great Outdoors,43.66338,-79.358713,"230 Oak St (River), Toronto ON M5A 2E2",Toronto,M5A 2E2
123,Bakery,43.660688,-79.359455,"665 Dundas St E (Tubman), Toronto ON M5A 0P4",Toronto,M5A 0P4
124,Gift Store,43.667353,-79.361214,"201 Winchester St (at Sumach St), Toronto ON M4X 1B8",Toronto,M4X 1B8
125,Swimming Pool,43.661181,-79.36117,"640 Dundas St E (at Sumach St.), Toronto ON M5A 2B8",Toronto,M5A 2B8
126,Library,43.665864,-79.353075,"370 Broadview Ave (at Gerrard St E), Toronto ON M4K 2M8",Toronto,M4K 2M8
127,Concert Hall,43.659814,-79.362216,"585 Dundas St E (btwn Regent & Sumach), Toronto ON M5A 2B7",Toronto,M5A 2B7
128,Asian Restaurant,43.665637,-79.352338,"588 Gerrard St E (at Broadview Ave), Toronto ON M4M 1Y3",Toronto,M4M 1Y3
129,Coffee Shop,43.660011,-79.354064,"2 Matilda St, Toronto ON M4M 1L9",Toronto,M4M 1L9
130,Sushi Restaurant,43.662698,-79.364263,"358 Gerrard St E, Toronto ON M5A 2G7",Toronto,M5A 2G7
131,Café,43.657243,-79.376021,"106 Mutual St (btwn Dundas & Gould St), Toronto ON M5B 2R7",Toronto,M5B 2R7
132,Japanese Restaurant,43.65689,-79.376245,"134 Dundas St E, Toronto ON M5B 1E2",Toronto,M5B 1E2
133,Ramen Restaurant,43.656294,-79.377506,"91 Dundas St E (at Church St), Toronto ON M5B 2C8",Toronto,M5B 2C8
134,Church,43.654962,-79.377294,"200 Church St (at Shuter St), Toronto ON M5B 1Z2",Toronto,M5B 1Z2
135,Burrito Restaurant,43.656331,-79.378541,"74 Dundas St E, Toronto ON M5B 1C7",Toronto,M5B 1C7
136,Museum,43.655678,-79.37825,"82 Bond St, Toronto ON M5B 1X2",Toronto,M5B 1X2
137,Event Service,43.65799,-79.378103,"63 Gould St (Chruch), Toronto ON M5B 1E9",Toronto,M5B 1E9
138,Jazz and Blues Venue,43.655781,-79.379155,"251 Victoria St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1T8",Toronto,M5B 1T8
139,Pizzeria,43.656609,-79.380128,"10 Dundas St E, Toronto ON M5B 2G9",Toronto,M5B 2G9
140,Dining and Drinking,43.653321,-79.374369,"111C Queen St E (Church), Toronto ON M5C 1S2",Toronto,M5C 1S2
141,Bistro,43.666975,-79.344694,"819 Gerrard St E, Toronto ON M4M 1Y8",Toronto,M4M 1Y8
142,Chinese Restaurant,43.666856,-79.345563,"797 Gerrard St E (at Logan Ave), Toronto ON M4M 1Y5",Toronto,M4M 1Y5
143,Caribbean Restaurant,43.667754,-79.343227,"842 Gerrard St E (Carlaw Avenue), Toronto ON M4M 1Y7",Toronto,M4M 1Y7
144,Thai Restaurant,43.666716,-79.347505,"738 Gerrard St E, Toronto ON M4M 1Y3",Toronto,M4M 1Y3
145,Beer Store,43.667295,-79.344931,"800 Gerrard St E (Logan Ave.), Toronto ON M4M 1Y7",Toronto,M4M 1Y7
146,Vietnamese Restaurant,43.666315,-79.349172,"688 Gerrard St E (at De Grassi St.), Toronto ON M4M 1Y3",Toronto,M4M 1Y3
147,Wine Bar,43.666492,-79.344383,"817 Gerrard St E, Toronto ON M4M 1Y8",Toronto,M4M 1Y8
148,Diner,43.665896,-79.349526,"248 Boulton Ave (Gerrard St.), Toronto ON M4M 2K1",Toronto,M4M 2K1
149,Cocktail Bar,43.668171,-79.339786,"955 Gerrard St E (Pape and Gerrard Street East), Toronto ON M4M 1Z4",Toronto,M4M 1Z4
150,Café,43.673012,-79.440175,"1359 Davenport Rd, Toronto ON M6H 2H5",Toronto,M6H 2H5
151,Home Appliance Store,43.673458,-79.439452,"1335 Davenport Rd (Dufferin), Toronto ON M6H 2H4",Toronto,M6H 2H4
152,Bar,43.669324,-79.439163,"229 Geary Ave (at Dufferin St), Toronto ON M6H 2C1",Toronto,M6H 2C1
153,Sushi Restaurant,43.677452,-79.443975,"1201 St Clair Ave W (at Dufferin St), Toronto ON M6E 1B5",Toronto,M6E 1B5
154,Mexican Restaurant,43.677803,-79.444546,"1216 Saint Clair Ave W (btwn St. Claire Gardens & Dufferin), Toronto ON M6E 1B4",Toronto,M6E 1B4
155,Middle Eastern Restaurant,43.669358,-79.4387,"217 Geary Ave, Toronto ON M6H 2C1",Toronto,M6H 2C1
156,Brewery,43.669939,-79.436128,"165 Geary Ave (at Barlett Ave N), Toronto ON M6H 2B8",Toronto,M6H 2B8
157,Automotive Repair Shop,43.658022,-79.339629,"519 Eastern Ave, Toronto ON M4M 1C6",Toronto,M4M 1C6
158,Ice Cream Parlor,43.660768,-79.342027,"920 Queen St E (btwn Logan Ave. & Morse St.), Toronto ON M4M 1J5",Toronto,M4M 1J5
159,Bookstore,43.660696,-79.34225,"914 Queen St E, Toronto ON M4M 1J5",Toronto,M4M 1J5
160,Café,43.660474,-79.342215,"889 Queen St E (Logan Ave), Toronto ON M4M 1J4",Toronto,M4M 1J4
161,Pet Supplies Store,43.660939,-79.341213,"946 Queen St E (at Carlaw Ave.), Toronto ON M4M 1J7",Toronto,M4M 1J7
162,Coffee Shop,43.661309,-79.338419,"983 Queen St E (at Pape Ave), Toronto ON M4M 1K2",Toronto,M4M 1K2
163,Lounge,43.660645,-79.3414,"915 Queen St E (Morse St.), Toronto ON M4M 1J4",Toronto,M4M 1J4
164,Fish Market,43.660511,-79.343249,"888 Queen St E (at Booth Ave.), Toronto ON M4M 1J3",Toronto,M4M 1J3
165,Pizzeria,43.666892,-79.330277,"1555 Dundas St E, Toronto ON M4L 1K9",Toronto,M4L 1K9
166,Park,43.669486,-79.329331,"150 Greenwood Ave (at Dundas), Toronto ON M4L 2R1",Toronto,M4L 2R1
167,Lounge,43.663791,-79.328899,"5 Hastings Ave (at Queen St E), Toronto ON M4L 2L1",Toronto,M4L 2L1
168,BBQ Joint,43.66368,-79.328881,"1276 Queen St E (Hastings), Toronto ON M4L 1C4",Toronto,M4L 1C4
169,Chinese Restaurant,43.664482,-79.325548,"4 Greenwood Ave (at Queen), Toronto ON M4L 2P4",Toronto,M4L 2P4
170,Coffee Shop,43.664574,-79.325048,"1374 Queen St E (at Greenwood Ave), Toronto ON M4L 1C9",Toronto,M4L 1C9
171,Bistro,43.671324,-79.32719,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Toronto,M4L 1Y7
172,Egyptian Restaurant,43.671682,-79.328462,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",Toronto,M4L 2R2
173,Skating Rink,43.669328,-79.329961,"150 Greenwood Ave (Alton Avenue Between Gerard And Dundas), Toronto ON M4L 2P8",Toronto,M4L 2P8
174,Café,43.66388,-79.326107,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",Toronto,M4L 1C6
175,Cocktail Bar,43.669037,-79.337117,"1026 Gerrard St E, Toronto ON M4M 1Z5",Toronto,M4M 1Z5
176,Caribbean Restaurant,43.668813,-79.338671,"1000 Gerrard St E, Toronto ON M4M 3G6",Toronto,M4M 3G6
177,Café,43.669109,-79.336894,"1042 Gerrard St E, Toronto ON M4M 1Z5",Toronto,M4M 1Z5
178,Cocktail Bar,43.668171,-79.339786,"955 Gerrard St E (Pape and Gerrard Street East), Toronto ON M4M 1Z4",Toronto,M4M 1Z4
179,Bar,43.668645,-79.337102,"1029 Gerrard St E, Toronto ON M4M 1Z6",Toronto,M4M 1Z6
180,Cuban Restaurant,43.669037,-79.337117,"1030 Gerrard St E, Toronto ON M4M 1Z5",Toronto,M4M 1Z5
181,BBQ Joint,43.669254,-79.33645,"1044 Gerrard St E (Galt Avenue), Toronto ON M4M 1Z8",Toronto,M4M 1Z8
182,Café,43.6752,-79.343517,"590 Pape Ave (at Wroxeter Ave), Toronto ON M4K 3R8",Toronto,M4K 3R8
183,Pizzeria,43.668007,-79.340508,"949 Gerrard St E (Pape Ave.), Toronto ON M4M 1Z1",Toronto,M4M 1Z1
184,Bakery,43.662013,-79.334884,"1121 Queen St E (at Bertmount), Toronto ON M4M 1K9",Toronto,M4M 1K9
185,Italian Restaurant,43.661973,-79.335438,"1111 Queen St E (at Caroline Ave.), Toronto ON M4M 1K7",Toronto,M4M 1K7
186,Retail,43.662267,-79.335251,"1122 Queen St E, Toronto ON M4M 1K8",Toronto,M4M 1K8
187,"Cafe, Coffee, and Tea House",43.663023,-79.33177,"1186 Queen St E (Curzon), Toronto ON M4M 1L4",Toronto,M4M 1L4
188,Fast Food Restaurant,43.662589,-79.333899,"5 Coady Ave (at Queen St E), Toronto ON M4M 2Y9",Toronto,M4M 2Y9
189,Car Dealership,43.658176,-79.336708,"601 Eastern Ave (at Heward Av), Toronto ON M4M 1E3",Toronto,M4M 1E3
190,Vietnamese Restaurant,43.662157,-79.334439,"1135 Queen St E (Larchmount Ave), Toronto ON M4M 1K9",Toronto,M4M 1K9
191,Coffee Shop,43.661309,-79.338419,"983 Queen St E (at Pape Ave), Toronto ON M4M 1K2",Toronto,M4M 1K2
192,Grocery Store,43.657911,-79.330261,"1005 Lake Shore Blvd E, Toronto ON M4M 1B4",Toronto,M4M 1B4
193,Pizzeria,43.689443,-79.354662,"1201 Broadview Ave (at Gamble Ave.), Toronto ON M4K 2T1",Toronto,M4K 2T1
194,Convenience Store,43.690429,-79.355006,"1221 Broadview Ave (Broadview & O'Connor), Toronto ON M4K 2T3",Toronto,M4K 2T3
195,Cannabis Store,43.690429,-79.355006,"1229 Broadview Ave, Toronto ON M4K 2T3",Toronto,M4K 2T3
196,Convenience Store,43.687642,-79.35316,"1120 Logan Ave, East York ON M4K 3G7",East York,M4K 3G7
197,Discount Store,43.686259,-79.355982,"1099 Broadview Ave, East York ON M4K 2S4",East York,M4K 2S4
198,Bakery,43.688284,-79.348163,"1017 Pape Ave (Gowan), East York ON M4K 3V8",East York,M4K 3V8
199,Burrito Restaurant,43.656331,-79.378541,"74 Dundas St E, Toronto ON M5B 1C7",Toronto,M5B 1C7
200,Ramen Restaurant,43.656294,-79.377506,"91 Dundas St E (at Church St), Toronto ON M5B 2C8",Toronto,M5B 2C8
201,Pizzeria,43.656609,-79.380128,"10 Dundas St E, Toronto ON M5B 2G9",Toronto,M5B 2G9
202,Museum,43.655678,-79.37825,"82 Bond St, Toronto ON M5B 1X2",Toronto,M5B 1X2
203,Jazz and Blues Venue,43.655781,-79.379155,"251 Victoria St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1T8",Toronto,M5B 1T8
204,Event Service,43.65799,-79.378103,"63 Gould St (Chruch), Toronto ON M5B 1E9",Toronto,M5B 1E9
205,Diner,43.655729,-79.3791,"249 Victoria St (btwn Dundas St E and Shuter St), Toronto ON M5B 1T8",Toronto,M5B 1T8
206,Clothing Store,43.655771,-79.380836,"220 Yonge St (at Dundas St W), Toronto ON M5B 2H1",Toronto,M5B 2H1
207,Plaza,43.65602,-79.380502,"40 Dundas St W (at Yonge St), Toronto ON M5G 2C2",Toronto,M5G 2C2
208,Café,43.657243,-79.376021,"106 Mutual St (btwn Dundas & Gould St), Toronto ON M5B 2R7",Toronto,M5B 2R7
209,Café,43.657243,-79.376021,"106 Mutual St (btwn Dundas & Gould St), Toronto ON M5B 2R7",Toronto,M5B 2R7
210,Japanese Restaurant,43.65689,-79.376245,"134 Dundas St E, Toronto ON M5B 1E2",Toronto,M5B 1E2
211,Urban Park,43.661837,-79.374601,"19 Horticultural Ave (Carlton & Sherbourne), Toronto ON M5A 2P2",Toronto,M5A 2P2
212,Garden,43.662046,-79.374821,"19 Horticultural Ave (Allan Gardens), Toronto ON M5A 2P2",Toronto,M5A 2P2
213,Asian Restaurant,43.655528,-79.374907,"360 Dundas St E, Oakville ON L6H 6Z9",Oakville,L6H 6Z9
214,Ramen Restaurant,43.656294,-79.377506,"91 Dundas St E (at Church St), Toronto ON M5B 2C8",Toronto,M5B 2C8
215,Lake,43.657608,-79.380287,"Victoria St (at Gould St.), Toronto ON M5B 1W1",Toronto,M5B 1W1
216,Church,43.654962,-79.377294,"200 Church St (at Shuter St), Toronto ON M5B 1Z2",Toronto,M5B 1Z2
217,Sandwich Spot,43.65412,-79.36954,"122 Sherbourne St, Toronto ON M5A 2R4",Toronto,M5A 2R4
218,Event Service,43.65799,-79.378103,"63 Gould St (Chruch), Toronto ON M5B 1E9",Toronto,M5B 1E9
